Income,Recency,Frequency,MonetaryValue
3944.6184139892694,58.0,4.69041575982343,15.61903753856176
3346.07869492957,38.0,2.0,4.51922392256417
4588.925199083279,26.0,4.47213595499958,12.973826645288934
2239.0056639075606,26.0,2.449489742783178,5.828698078455889
3952.248556145693,94.0,3.7416573867739413,11.032664619295362
4157.907439868648,16.0,4.47213595499958,12.70485176674161
3820.616999934791,34.0,4.123105625617661,12.073840021213096
2641.1382390031868,32.0,2.8284271247461903,8.493422858135851
2460.946603039322,19.0,2.23606797749979,5.5401561787035165
725.5593867105373,68.0,1.0,5.667930687138366
3640.609044697975,11.0,1.7320508075688772,3.89821024179926
891.6388622945126,59.0,2.23606797749979,6.12253178255874
4182.981260412139,82.0,3.872983346207417,14.193352048272896
4004.329628234578,53.0,3.4641016151377544,10.129053732881726
1637.8501426591272,38.0,2.0,5.5401561787035165
5098.719554026093,23.0,5.0,14.837996802760937
3107.2934928794625,51.0,2.449489742783178,7.123388861739649
2883.77974633318,20.0,3.3166247903554,10.192778354258436
4836.720231717223,91.0,4.898979485566356,15.996420140709422
2661.625333701164,86.0,2.449489742783178,7.895819804380355
2843.759721700709,41.0,3.3166247903554,10.183745717371846
394.84133431651077,42.0,5.291502622129181,15.880686615761748
3967.688707267478,63.0,3.7416573867739413,13.747890277399387
4292.783329689919,1e-11,4.123105625617661,11.815770098799707
3044.48120585506,69.0,3.605551275463989,11.186489279584709
1723.923109234242,89.0,2.449489742783178,6.568292060222897
3706.525895160961,4.0,3.1622776601683795,9.604090108699133
3640.609044697975,19.0,5.196152422706632,12.321053521987173
2916.96997401045,26.0,2.6457513110645907,7.858891739289555
5179.723588826518,96.0,5.0,15.74819443547229
1176.0602260837206,34.0,2.449489742783178,4.713316131850954
2931.308084851713,56.0,3.1622776601683795,10.201787725675631
3036.819565138131,31.0,2.6457513110645907,7.647129319327183
3360.0078506268646,8.0,3.3166247903554,10.0547686420565
4450.659636158117,4.0,4.123105625617661,14.489382888148043
3504.256147727148,55.0,2.23606797749979,6.257774483140527
4389.148416655857,37.0,4.795831523312719,13.529452610127496
2057.5602944761213,76.0,2.449489742783178,6.738674403797005
3138.4393657633454,99.0,2.23606797749979,6.322859762134805
3481.5171206466825,53.0,4.69041575982343,13.487457088000411
4973.494359440366,3.0,4.358898943540674,15.058117197633594
1854.7352567572548,88.0,2.23606797749979,5.828698078455889
1947.858347125449,4.0,1.7320508075688772,4.1524662920542745
3640.609044697975,80.0,2.8284271247461903,8.73994675309045
891.6388622945126,19.0,2.23606797749979,4.774485852328469
4970.336116688815,72.0,3.872983346207417,13.790985344461689
891.6388622945126,24.0,2.6457513110645907,7.686780109126496
3100.715760519608,92.0,2.0,5.90538914437032
3640.609044697975,96.0,2.6457513110645907,7.725902991717745
4632.423869845002,39.0,4.358898943540674,14.84925934462406
4300.507218323968,29.0,4.0,11.594905951541264
4934.278287150026,2.0,5.291502622129181,15.796593528410586
2773.7688675562895,54.0,2.23606797749979,6.478883526287476
5088.973590865613,54.0,4.47213595499958,15.61903753856176
4342.705393391609,57.0,4.0,12.159749566583354
5080.115632092727,55.0,5.0990195135927845,16.366647008139537
4527.099794092254,30.0,4.47213595499958,14.163937966969213
2317.3080326918357,31.0,2.23606797749979,4.650456061343239
3640.609044697975,57.0,2.23606797749979,5.5401561787035165
3836.5044703342637,63.0,4.0,11.66190817719836
4781.069528134401,12.0,4.47213595499958,15.172197217003061
4355.993918069058,18.0,4.242640687119285,12.191487907212766
4124.547829500009,26.0,4.47213595499958,13.41782511523775
4404.603865583941,8.0,4.242640687119285,12.159749566583354
4544.8032791669375,29.0,3.872983346207417,14.107833516991771
2182.3047361577014,75.0,2.0,4.948789787868047
2584.7455072371063,1e-11,1.7320508075688772,3.008071404032051
5337.6804099839255,19.0,5.5677643628300215,14.720910702063408
4471.295439759891,4.0,4.123105625617661,12.401809588565367
4738.7338351847975,90.0,3.4641016151377544,15.486237653392122
4372.014674654212,1.0,4.242640687119285,14.659742256129464
3640.609044697975,25.0,2.449489742783178,7.418853244289996
4278.800211739448,29.0,5.0990195135927845,13.335107263931322
4066.6759303135805,88.0,4.358898943540674,12.441582516349294
2340.987376076174,58.0,2.6457513110645907,6.257774483140527
3020.384869632857,68.0,1.7320508075688772,3.270790840295795
4756.9606868996525,34.0,4.242640687119285,16.228229492989033
4783.2672835988005,40.0,4.69041575982343,16.854842078762246
2219.4522651876528,12.0,1.7320508075688772,3.8061441486157164
3841.081813789353,9.0,4.358898943540674,12.592079174973446
2426.0653962818287,87.0,2.8284271247461903,8.432484751404232
2218.105579987368,5.0,1.7320508075688772,3.6086989266199843
2047.536642526324,87.0,2.449489742783178,6.683062004022047
5034.2560009244435,18.0,5.0990195135927845,12.982495475052499
2407.0995354759225,95.0,2.23606797749979,5.9428828515557806
2793.320773969621,48.0,2.8284271247461903,8.20921871652359
3555.562132124185,3.0,3.605551275463989,10.657042938329038
4954.623854180385,70.0,4.242640687119285,14.979545419201006
3747.7316590196247,79.0,3.0,8.849629402633973
3640.609044697975,4.0,4.123105625617661,12.143783953567453
3640.609044697975,45.0,1.7320508075688772,3.8061441486157164
3640.609044697975,87.0,3.7416573867739413,13.794557170564945
3136.559954204734,69.0,2.0,4.834063067737322
2051.7627019417955,84.0,2.6457513110645907,5.405376823709649
2445.9194123134243,30.0,2.23606797749979,5.49604970550561
3428.0835376986206,72.0,4.123105625617661,12.159749566583354
3628.266189879356,37.0,2.23606797749979,6.191030814729463
4905.015487936362,44.0,4.898979485566356,13.769491848812388
3543.3646148020885,32.0,3.7416573867739413,10.94597672829589
3423.252870043005,1e-11,2.23606797749979,6.478883526287476
2703.8990167189413,43.0,2.23606797749979,5.90538914437032
5227.397100951067,59.0,5.0,14.406359045557254
4317.652670231274,68.0,3.872983346207417,14.251595850301824
5293.733129460882,35.0,4.358898943540674,14.177035244567314
2112.4586960421975,94.0,2.0,4.650456061343239
3489.154603208114,15.0,3.0,8.753865578286312
3658.713737875313,56.0,4.69041575982343,13.518040489889302
2927.836288685253,17.0,2.6457513110645907,8.108318178050894
5375.578787122975,18.0,3.605551275463989,13.283072665819601
4850.526733301467,46.0,4.795831523312719,13.737048584223846
4425.650781414626,40.0,4.0,16.07926080620349
3902.675894855906,27.0,4.123105625617661,12.170357446631835
